GeographyKey,FirstName,MiddleName,LastName,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,AgeRegularBin
163.0,Donald,A,Sanchez,S,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,58.0,1,65.0
244.0,Philip,A,Gill,M,M,3.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,58.0,1,65.0
241.0,Maurice,L,Kumar,S,M,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,59.0,1,65.0
183.0,Aimee,A,Gao,M,F,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,59.0,1,65.0
275.0,Kelli,A,Andersen,S,F,2.0,2.0,High School,Manual,0.0,0-1 Miles,Europe,46.0,1,50.0
189.0,Autumn,A,He,S,F,2.0,2.0,High School,Manual,0.0,0-1 Miles,Europe,47.0,1,50.0
243.0,Wyatt,V,Simmons,S,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Europe,47.0,1,50.0
273.0,Derrick,R,Schmidt,S,M,0.0,0.0,Partial College,Manual,1.0,1-2 Miles,Europe,47.0,1,50.0
149.0,Alfredo,C,Hernandez,S,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Europe,47.0,1,50.0
171.0,Whitney,Y,Gonzalez,S,F,0.0,0.0,Partial College,Manual,1.0,1-2 Miles,Europe,47.0,1,50.0
233.0,Arthur,L,Munoz,S,M,2.0,2.0,High School,Manual,0.0,0-1 Miles,Europe,48.0,1,50.0
141.0,Clarence,L,Cai,M,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,47.0,1,50.0
163.0,Brent,A,Chen,M,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,46.0,1,50.0
267.0,Chad,A,Deng,M,M,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,47.0,1,50.0
191.0,Franklin,M,Huang,S,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Europe,48.0,1,50.0
264.0,Dale,M,Luo,S,M,0.0,0.0,Partial College,Manual,1.0,2-5 Miles,Europe,48.0,1,50.0
255.0,Tommy,H,Shan,S,M,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,47.0,1,50.0
157.0,Misty,A,Xu,S,F,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
258.0,Jake,A,Zhang,S,M,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
117.0,Andres,A,Nath,M,M,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
244.0,Rosa,A,Cai,M,F,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
147.0,Robin,A,Hernandez,S,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,Europe,48.0,1,50.0
157.0,Stefanie,R,Suri,S,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,Europe,48.0,1,50.0
162.0,Xavier,A,Davis,M,M,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,Europe,47.0,1,50.0
257.0,Neil,M,Sanz,M,M,3.0,0.0,Partial College,Manual,2.0,0-1 Miles,Europe,65.0,0,65.0
176.0,Jamie,M,Suarez,S,M,3.0,0.0,Partial College,Manual,2.0,0-1 Miles,Europe,65.0,1,65.0
189.0,Sandra,A,Wu,M,F,3.0,0.0,High School,Manual,2.0,0-1 Miles,Europe,65.0,0,65.0
221.0,Meagan,A,Patel,S,F,3.0,3.0,High School,Manual,0.0,0-1 Miles,Europe,49.0,0,50.0
208.0,Arturo,A,Anand,S,M,3.0,3.0,High School,Manual,0.0,0-1 Miles,Europe,49.0,1,50.0
144.0,Shawna,K,Sharma,S,F,1.0,1.0,Partial College,Manual,0.0,0-1 Miles,Europe,49.0,1,50.0
130.0,Marshall,J,Lu,M,M,1.0,1.0,Partial College,Manual,1.0,2-5 Miles,Europe,49.0,1,50.0
241.0,Matthew,A,Rodriguez,M,M,1.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,36.0,0,50.0
237.0,Roger,A,Wu,M,M,1.0,0.0,Bachelors,Clerical,0.0,1-2 Miles,Europe,48.0,1,50.0
237.0,Theodore,A,Serrano,S,M,1.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
199.0,Tabitha,C,Perez,M,F,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
120.0,Claudia,E,Zhao,S,F,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
241.0,Giraldo,Hierro,Sandoval,S,F,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
244.0,Kristi,L,Hernandez,S,F,0.0,0.0,Graduate Degree,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
265.0,Stacey,E,Zhu,S,F,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
267.0,Ana,R,Alexander,M,F,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,48.0,1,50.0
161.0,Kristi,A,Gutierrez,S,F,3.0,3.0,Partial High School,Manual,1.0,0-1 Miles,Europe,49.0,1,50.0
239.0,Lori,M,Munoz,S,F,1.0,1.0,Partial College,Manual,1.0,2-5 Miles,Europe,50.0,1,50.0
261.0,Caleb,A,Li,M,M,1.0,1.0,Partial College,Manual,1.0,2-5 Miles,Europe,50.0,1,50.0
223.0,Abigail,G,Diaz,S,F,1.0,1.0,Partial College,Manual,1.0,2-5 Miles,Europe,50.0,1,50.0
269.0,Garrett,A,Rivera,S,M,1.0,1.0,Partial College,Manual,1.0,1-2 Miles,Europe,50.0,1,50.0
230.0,Brenda,D,Suri,S,F,1.0,1.0,High School,Manual,1.0,2-5 Miles,Europe,49.0,1,50.0
147.0,Marc,C,Ortega,S,M,1.0,1.0,Bachelors,Clerical,0.0,1-2 Miles,Europe,50.0,1,50.0
184.0,Isabella,A,Murphy,S,F,1.0,1.0,Bachelors,Clerical,1.0,0-1 Miles,Europe,50.0,1,50.0
247.0,Cara,H,She,S,F,1.0,1.0,High School,Manual,1.0,1-2 Miles,Europe,51.0,1,65.0
207.0,Taylor,D,Martinez,S,F,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
222.0,Kaitlin,J,Srini,S,F,0.0,0.0,Bachelors,Clerical,0.0,0-1 Miles,Europe,49.0,1,50.0
184.0,Corey,A,Tang,S,M,1.0,1.0,Bachelors,Clerical,1.0,0-1 Miles,Europe,51.0,1,65.0
115.0,Kristina,J,Suri,S,F,1.0,1.0,Bachelors,Clerical,1.0,0-1 Miles,Europe,51.0,1,65.0
211.0,Frederick,A,Sara,S,M,1.0,1.0,Bachelors,Clerical,1.0,0-1 Miles,Europe,50.0,1,50.0
168.0,Gilbert,B,Shan,S,M,2.0,2.0,High School,Manual,0.0,0-1 Miles,Europe,51.0,1,65.0
256.0,Carolyn,F,Dominguez,S,F,2.0,2.0,High School,Manual,0.0,0-1 Miles,Europe,52.0,1,65.0
215.0,Orlando,A,Romero,S,M,2.0,2.0,High School,Manual,1.0,0-1 Miles,Europe,52.0,1,65.0
120.0,Lucas,M,Young,S,M,2.0,2.0,High School,Manual,1.0,0-1 Miles,Europe,52.0,1,65.0
243.0,Willie,T,Goel,S,M,5.0,2.0,Partial High School,Manual,1.0,0-1 Miles,Europe,53.0,1,65.0
273.0,Clinton,A,Suarez,S,M,3.0,2.0,Partial High School,Manual,1.0,0-1 Miles,Europe,53.0,0,65.0
220.0,Devin,A,Rodriguez,S,M,2.0,2.0,High School,Manual,2.0,0-1 Miles,Europe,52.0,0,65.0
120.0,Shawna,A,Luo,S,F,2.0,2.0,High School,Manual,2.0,0-1 Miles,Europe,53.0,0,65.0
155.0,Monica,M,Lopez,S,F,2.0,2.0,High School,Manual,2.0,0-1 Miles,Europe,53.0,0,65.0
215.0,Tracy,A,Shan,M,F,1.0,1.0,Bachelors,Skilled Manual,2.0,0-1 Miles,Europe,53.0,0,65.0
241.0,Tyrone,S,Carlson,M,M,1.0,1.0,Bachelors,Skilled Manual,2.0,0-1 Miles,Europe,53.0,0,65.0
191.0,Terrence,P,Deng,S,M,2.0,2.0,Partial College,Manual,0.0,0-1 Miles,Europe,51.0,1,65.0
187.0,Dawn,A,Yang,M,F,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,51.0,1,65.0
120.0,Orlando,L,Diaz,S,M,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,50.0,1,50.0
159.0,Mayra,A,Srini,M,F,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,50.0,1,50.0
239.0,Roy,M,Rana,S,M,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,51.0,1,65.0
245.0,Adrienne,Y,Hernandez,M,F,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,51.0,1,65.0
250.0,Lindsay,E,Raji,S,F,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Europe,51.0,1,65.0
278.0,Erika,J,Sanz,M,F,0.0,0.0,Graduate Degree,Skilled Manual,0.0,0-1 Miles,Europe,51.0,0,65.0
243.0,Wyatt,A,King,S,M,2.0,2.0,Partial College,Manual,0.0,0-1 Miles,Europe,54.0,1,65.0
241.0,Crystal,W,Wu,S,F,2.0,2.0,Partial College,Clerical,0.0,0-1 Miles,Europe,54.0,0,65.0
222.0,Andy,A,Gill,S,M,2.0,2.0,Partial College,Clerical,0.0,0-1 Miles,Europe,53.0,1,65.0
120.0,Troy,C,Prasad,S,M,2.0,2.0,Partial College,Clerical,0.0,0-1 Miles,Europe,54.0,1,65.0
196.0,Alexandra,A,Winston,S,F,2.0,2.0,Partial College,Clerical,1.0,0-1 Miles,Europe,52.0,1,65.0
193.0,Stefanie,A,Jordan,S,F,2.0,2.0,Partial College,Clerical,1.0,0-1 Miles,Europe,52.0,0,65.0
132.0,Reginald,A,Carlson,S,M,2.0,2.0,Partial College,Clerical,2.0,0-1 Miles,Europe,51.0,0,65.0
120.0,Sydney,A,Lee,M,F,1.0,0.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,53.0,1,65.0
159.0,Derrick,A,Dominguez,M,M,1.0,0.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,53.0,1,65.0
151.0,Lee,D,Suarez,M,M,1.0,0.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,53.0,1,65.0
220.0,Tristan,T,Barnes,S,M,2.0,2.0,Partial College,Clerical,2.0,0-1 Miles,Europe,53.0,0,65.0
226.0,Willie,C,Luo,S,M,2.0,2.0,Partial College,Clerical,2.0,0-1 Miles,Europe,53.0,0,65.0
190.0,David,A,Garcia,S,M,3.0,3.0,Partial College,Clerical,0.0,0-1 Miles,Europe,54.0,0,65.0
147.0,Lauren,W,Cooper,M,F,1.0,0.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,54.0,1,65.0
132.0,Barbara,A,Ma,S,F,3.0,3.0,Partial College,Clerical,1.0,0-1 Miles,Europe,38.0,1,50.0
251.0,Wayne,H,Anand,S,M,3.0,3.0,Partial College,Clerical,2.0,0-1 Miles,Europe,38.0,1,50.0
246.0,Javier,M,Jiménez,M,M,1.0,0.0,Bachelors,Skilled Manual,0.0,0-1 Miles,Europe,53.0,1,65.0
121.0,Seth,A,Perez,S,M,1.0,0.0,Partial College,Clerical,1.0,2-5 Miles,Europe,55.0,0,65.0
211.0,Gilbert,A,Zheng,S,M,1.0,0.0,Partial College,Clerical,1.0,0-1 Miles,Europe,55.0,1,65.0
211.0,Kurt,C,Luo,M,M,1.0,0.0,Bachelors,Skilled Manual,1.0,0-1 Miles,Europe,55.0,1,65.0
219.0,Gerald,V,Raman,M,M,1.0,0.0,Bachelors,Skilled Manual,1.0,0-1 Miles,Europe,55.0,1,65.0
185.0,Paula,L,Alonso,M,F,1.0,0.0,Bachelors,Skilled Manual,1.0,0-1 Miles,Europe,54.0,1,65.0
226.0,Darryl,A,Gao,M,M,1.0,0.0,Bachelors,Skilled Manual,1.0,0-1 Miles,Europe,55.0,1,65.0
129.0,Molly,N,Kapoor,S,F,3.0,3.0,Partial College,Clerical,2.0,0-1 Miles,Europe,39.0,1,50.0
256.0,Darren,A,Martin,S,M,4.0,4.0,Partial College,Clerical,3.0,0-1 Miles,Europe,39.0,1,50.0
191.0,Kari,A,Vazquez,S,F,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,40.0,0,50.0
221.0,Harold,S,Sara,S,M,0.0,0.0,High School,Manual,1.0,2-5 Miles,Europe,40.0,0,50.0
211.0,Bradley,A,Andersen,M,M,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,42.0,0,50.0
160.0,Clarence,A,Chande,M,M,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,42.0,0,50.0
123.0,Gina,A,Serrano,M,F,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,42.0,0,50.0
168.0,Anne,A,Navarro,S,F,0.0,0.0,High School,Manual,1.0,5-10 Miles,Europe,42.0,0,50.0
215.0,Patricia,G,Gonzalez,S,F,0.0,0.0,High School,Manual,1.0,5-10 Miles,Europe,42.0,0,50.0
211.0,Melvin,D,Raji,S,M,0.0,0.0,High School,Manual,1.0,5-10 Miles,Europe,41.0,0,50.0
197.0,Bethany,B,Raje,S,F,0.0,0.0,High School,Manual,1.0,5-10 Miles,Europe,41.0,0,50.0
125.0,Adriana,A,Kapoor,S,F,0.0,0.0,Partial High School,Manual,1.0,2-5 Miles,Europe,41.0,0,50.0
132.0,Andy,A,Ruth,S,F,0.0,0.0,Partial College,Clerical,1.0,2-5 Miles,Europe,41.0,0,50.0
171.0,Haley,A,Russell,S,F,0.0,0.0,Partial College,Clerical,1.0,2-5 Miles,Europe,41.0,0,50.0
219.0,Anne,J,Ruiz,S,F,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,43.0,0,50.0
186.0,Tamara,A,Gao,S,F,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,43.0,0,50.0
145.0,Trisha,A,Zhao,M,F,0.0,0.0,Partial High School,Manual,2.0,0-1 Miles,Europe,42.0,0,50.0
131.0,Isaiah,G,Hernandez,S,M,0.0,0.0,Partial College,Clerical,1.0,0-1 Miles,Europe,44.0,1,50.0
184.0,Monique,A,Romero,S,F,0.0,0.0,Partial College,Clerical,1.0,2-5 Miles,Europe,43.0,1,50.0
49.0,Joseph,A,Miller,S,M,3.0,0.0,Partial College,Professional,2.0,0-1 Miles,North America,61.0,1,65.0
64.0,Angelica,A,Alexander,M,F,4.0,4.0,Partial College,Professional,3.0,0-1 Miles,North America,52.0,0,65.0
66.0,Marcus,A,Watson,M,M,4.0,4.0,Partial College,Professional,3.0,0-1 Miles,North America,51.0,0,65.0
614.0,Caleb,A,Nelson,S,M,3.0,1.0,Bachelors,Management,0.0,2-5 Miles,North America,52.0,1,65.0
644.0,Nicole,S,Watson,M,F,4.0,1.0,Partial College,Professional,0.0,2-5 Miles,North America,52.0,1,65.0
299.0,Zachary,L,Simmons,M,M,2.0,2.0,Bachelors,Management,3.0,2-5 Miles,North America,52.0,1,65.0
311.0,Jesse,A,Brooks,S,M,3.0,2.0,Bachelors,Management,0.0,2-5 Miles,North America,51.0,1,65.0
32.0,Michele,J,Ramos,S,F,5.0,5.0,Graduate Degree,Management,3.0,0-1 Miles,Pacific,51.0,0,65.0
19.0,Marco,L,Patel,S,M,5.0,5.0,Bachelors,Professional,3.0,0-1 Miles,Pacific,51.0,0,65.0
31.0,Mackenzie,A,Hill,S,F,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Pacific,51.0,1,65.0
37.0,Martin,A,Perez,M,M,0.0,0.0,Bachelors,Professional,0.0,0-1 Miles,Pacific,51.0,1,65.0
17.0,Max,L,Rubio,M,M,3.0,3.0,Bachelors,Professional,1.0,2-5 Miles,Pacific,52.0,0,65.0
18.0,Dawn,F,Zheng,M,F,3.0,3.0,Bachelors,Professional,1.0,2-5 Miles,Pacific,52.0,0,65.0
12.0,Eddie,A,Sanz,M,M,3.0,3.0,Bachelors,Professional,2.0,5-10 Miles,Pacific,52.0,0,65.0
35.0,Todd,A,Ma,M,M,5.0,5.0,Bachelors,Professional,0.0,10+ Miles,Pacific,52.0,0,65.0
20.0,Bethany,A,Luo,S,F,5.0,5.0,Bachelors,Professional,0.0,10+ Miles,Pacific,49.0,0,50.0
3.0,Jake,L,Li,M,M,5.0,5.0,Bachelors,Professional,0.0,10+ Miles,Pacific,49.0,0,50.0
23.0,Terrance,A,Sanchez,S,M,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,49.0,0,50.0
31.0,Kristi,A,Fernandez,S,F,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,48.0,0,50.0
26.0,Alvin,M,Sharma,S,M,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,49.0,1,50.0
39.0,Alyssa,A,Martin,M,F,5.0,5.0,Bachelors,Professional,0.0,0-1 Miles,Pacific,49.0,0,50.0
40.0,Raymond,R,Raman,M,M,5.0,5.0,Bachelors,Professional,0.0,1-2 Miles,Pacific,49.0,1,50.0
15.0,Jake,A,Huang,M,M,3.0,3.0,Bachelors,Professional,2.0,5-10 Miles,Pacific,53.0,0,65.0
26.0,Martin,S,Subram,M,M,4.0,4.0,Bachelors,Professional,3.0,10+ Miles,Pacific,53.0,0,65.0
40.0,Derek,D,Raji,S,M,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,53.0,0,65.0
3.0,Tara,A,Xu,S,F,3.0,2.0,Bachelors,Professional,2.0,0-1 Miles,Pacific,54.0,1,65.0
22.0,Carla,K,Rana,S,F,3.0,2.0,Bachelors,Professional,2.0,0-1 Miles,Pacific,53.0,1,65.0
26.0,Suzanne,A,Liu,S,F,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,54.0,1,65.0
37.0,Carl,A,Raji,S,M,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,54.0,1,65.0
3.0,Allen,A,Fernandez,S,M,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,54.0,1,65.0
9.0,Jay,A,Martin,M,M,4.0,4.0,Bachelors,Professional,0.0,0-1 Miles,Pacific,50.0,0,50.0
18.0,Kaitlyn,A,Powell,M,F,1.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,54.0,1,65.0
29.0,Alvin,A,Jai,M,M,1.0,0.0,Partial College,Skilled Manual,1.0,0-1 Miles,Pacific,56.0,1,65.0
8.0,Lacey,A,Andersen,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,56.0,0,65.0
24.0,Alfredo,A,Suarez,M,M,1.0,0.0,Partial College,Skilled Manual,1.0,0-1 Miles,Pacific,56.0,1,65.0
8.0,Stanley,A,Madan,S,M,0.0,0.0,Bachelors,Professional,1.0,2-5 Miles,Pacific,51.0,1,65.0
8.0,Tabitha,L,Hernandez,S,F,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,50.0,0,50.0
11.0,Wendy,J,Blanco,S,F,0.0,0.0,Graduate Degree,Management,1.0,5-10 Miles,Pacific,51.0,0,65.0
17.0,Brad,H,Shan,M,M,1.0,0.0,Partial College,Skilled Manual,1.0,0-1 Miles,Pacific,56.0,1,65.0
25.0,Gabriel,A,Parker,S,M,3.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,Pacific,85.0,0,50.0
21.0,Troy,R,Subram,S,M,0.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,52.0,1,65.0
9.0,Harold,A,Prasad,M,M,5.0,5.0,Bachelors,Professional,0.0,1-2 Miles,Pacific,51.0,0,65.0
34.0,Kari,A,Martinez,S,F,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,53.0,1,65.0
2.0,Deborah,A,Andersen,M,F,1.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,58.0,0,65.0
2.0,Meagan,A,Prasad,S,F,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,53.0,1,65.0
25.0,Marvin,A,Sanz,S,M,0.0,0.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,54.0,1,65.0
26.0,Ruben,A,Garcia,S,M,0.0,0.0,Bachelors,Professional,2.0,5-10 Miles,Pacific,54.0,1,65.0
27.0,Wyatt,E,Williams,S,M,0.0,0.0,Bachelors,Professional,2.0,0-1 Miles,Pacific,54.0,1,65.0
4.0,Franklin,A,Sun,S,M,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,54.0,1,65.0
31.0,Stefanie,K,Rana,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,0-1 Miles,Pacific,55.0,1,65.0
9.0,Keith,A,Nath,M,M,5.0,4.0,Bachelors,Professional,2.0,5-10 Miles,Pacific,55.0,0,65.0
27.0,Ross,A,Johnsen,M,M,5.0,4.0,Partial College,Skilled Manual,2.0,0-1 Miles,Pacific,55.0,0,65.0
40.0,Eduardo,A,Morris,M,M,5.0,4.0,Partial College,Skilled Manual,2.0,5-10 Miles,Pacific,54.0,0,65.0
4.0,Andy,A,Vazquez,S,M,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,55.0,1,65.0
27.0,Mariah,H,Barnes,M,F,5.0,4.0,Bachelors,Professional,1.0,0-1 Miles,Pacific,59.0,1,65.0
5.0,Roger,A,Yuan,M,M,2.0,0.0,Bachelors,Professional,1.0,5-10 Miles,Pacific,58.0,0,65.0
10.0,Cristina,D,Tang,M,F,4.0,0.0,Bachelors,Management,2.0,0-1 Miles,Pacific,58.0,0,65.0
14.0,Wesley,L,Zhu,M,M,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,60.0,0,65.0
24.0,Ivan,C,Gonzalez,S,M,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,60.0,0,65.0
4.0,Bradley,A,Anand,M,M,5.0,4.0,Partial College,Skilled Manual,3.0,5-10 Miles,Pacific,56.0,0,65.0
30.0,Kari,A,Blanco,M,F,5.0,4.0,Partial College,Skilled Manual,3.0,10+ Miles,Pacific,57.0,0,65.0
40.0,Holly,B,Martinez,S,F,1.0,0.0,Partial College,Skilled Manual,1.0,0-1 Miles,Pacific,60.0,1,65.0
22.0,Theresa,L,Carlson,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,61.0,0,65.0
25.0,Jodi,E,Raje,M,F,1.0,0.0,Partial College,Skilled Manual,1.0,5-10 Miles,Pacific,61.0,0,65.0
2.0,Timothy,A,Scott,M,M,2.0,0.0,Bachelors,Management,1.0,0-1 Miles,Pacific,64.0,1,65.0
10.0,Lawrence,A,Vazquez,S,M,2.0,1.0,High School,Skilled Manual,2.0,5-10 Miles,Pacific,67.0,0,80.0
325.0,Destiny,B,Gray,S,F,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,41.0,0,50.0
307.0,Gregory,A,Nath,M,M,0.0,0.0,High School,Skilled Manual,1.0,5-10 Miles,North America,42.0,0,50.0
536.0,Dawn,J,Shan,S,F,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,40.0,0,50.0
536.0,Jessica,A,Lee,M,F,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,40.0,0,50.0
609.0,Eduardo,F,Long,S,M,0.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,41.0,0,50.0
552.0,Kimberly,P,Peterson,M,F,0.0,0.0,High School,Skilled Manual,2.0,0-1 Miles,North America,36.0,0,50.0
307.0,Victor,A,Gill,S,M,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,37.0,0,50.0
60.0,Richard,T,Walker,M,M,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,37.0,0,50.0
542.0,Richard,A,Evans,S,M,0.0,0.0,Partial High School,Clerical,2.0,5-10 Miles,North America,37.0,0,50.0
52.0,Kaylee,A,Evans,S,F,0.0,0.0,Partial High School,Clerical,2.0,5-10 Miles,North America,38.0,0,50.0
547.0,Jacqueline,F,Watson,M,F,0.0,0.0,High School,Skilled Manual,2.0,5-10 Miles,North America,38.0,0,50.0
307.0,Gloria,A,Gill,S,F,0.0,0.0,Partial High School,Clerical,2.0,5-10 Miles,North America,40.0,0,50.0
